"Product name ","Short Description","Regular Price","SKU","Attr - Basin","Attr - Basin Value","Attr - Shower Name","Attr - Shower  Value","Attr  Kitchen Name","Attr - Kitchen Value","Attr - Seat Allied Products Name","Attr - Allied Products Value","Attr - Colour","Attr - Colour Value","Attr - Coneald Parts","Attr - Coneald Part Value","Concealed Body SKU Code","Concealed Body MRP","Exposed Part MRP","Collection Icon","Collection","Functions","Ranges","Categories","Image URL"
"I50 Basin Mixer Single Lever","","4800","AF500201CHBR","Basin Area","Basin mixer ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300201CHBR---Basin-M.png  ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300201CHBR---Basin-M.png "
"I50 Basin Mixer Single Lever Extension Body","","6100","AF500206CHBR","Basin Area","Basin mixer with Extended Body ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Wall Mounted Single Lever Basin Mixer with 2 mm Thick Solid Flange","","7650","AF500216CHBR","Basin Area","Wall mounted Basin Mixers","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901011CHBR","3350","4300","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Pillar Cock","","2400","AF500101CHBR","Basin Area","Pillar cocks   ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Pillar Cock Extended Body","","3200","AF500106CHBR","Basin Area","Pillar cocks with Extended body    ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 WallMounted Basin Cock with Spout and Operating Lever with 2 mm ThickSolid Flange","","4700","AF500116CHBR","Basin Area","Wall Mounted Basin Cocks    ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF900911CHBR","2000","2700","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Single Lever Concealed Diverter with 2 mm Thick Solid Flange","","5000","AF500306CHBR","Basin Area","","Shower Area","Single Lever Diverter","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901001CHBR","3400","1600","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Single Lever High Flow Concealed Diverter with 2 mm Thick Solid Flange","","6000","AF500326CHBR","Basin Area","","Shower Area","Single Lever Diverter - Hi- Flow ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901021CHBR","3900","2100","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Single Lever 3 Inlet Concealed Diverter with 2mm Thick Solid Flange","","6800","AF500316CHBR","Basin Area","","Shower Area","Single Lever Diverter - 3 Inlet ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901012CHBR","4700","2100","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Wall Mixer Single Lever 3-in-1 System with Provision for Hand Shower and Over head Shower","","9500","AF500236CHBR","Basin Area","","Shower Area","Wall Mixer Single Lever       ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Wall Mixer Single Lever 2-in-1 System with Provision for Over Head Shower","","8500","AF500241CHBR","Basin Area","","Shower Area","Wall Mixer Single Lever       ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Bath Spout","","1750","AF500331CHBR","Basin Area","","Shower Area","Bath Spout ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Bath Spout with Tipton","","2350","AF500336CHBR","Basin Area","","Shower Area","Bath spout with tipton ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","","I50","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Sink Mixer Single Lever Table Mounted with 230 mm Swinging Spout","","6000","AF500286CHBR","Basin Area","","Shower Area","","Kitchen Area","Table Mounted Single Lever Sink Mixer ","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I50","Faucets>Kitchen Area ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Sink Cock Table Mounted with 230 mm Swinging Spout","","3300","AF500191CHBR","Basin Area","","Shower Area","","Kitchen Area","Table mounted Sink cock with long Spout ","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Kitchen Area ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Sink Cock Wall Mounted with 150 mm Swinging Spout","","2500","AF500176CHBR","Basin Area","","Shower Area","","Kitchen Area","Wall Mounted Sink Cock ","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Kitchen Area ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Sink Cock Table Mounted with 150 mm Swinging Spout","","2700","AF500186CHBR","Basin Area","","Shower Area","","Kitchen Area","Table mounted Sink Cock ","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Kitchen Area ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Bib Cock Long Body","","2250","AF500156CHBR","Basin Area","","Shower Area","","Kitchen Area","","Allied Products","Bib Cock ","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Allied Products ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Bib Cock 2 Way","","2550","AF500161CHBR","Basin Area","","Shower Area","","Kitchen Area","","Allied Products","Bib Cock 2 Way ","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I50","Faucets>Allied Products ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Concealed Flush Cock","","2600","AF500126CHBR","Basin Area","","Shower Area","","Kitchen Area","","Allied Products","Flush Cock ","Colour ","Chrome","Coneald Parts","","AF900931CHBR","1900","700","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","","I50","Faucets>Allied Products ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Angle Cock","","1300","AF500166CHBR","Basin Area","","Shower Area","","Kitchen Area","","Allied Products","Angle Cock ","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","","I50","Faucets>Allied Products ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I50 Angle Cock 2 Way","","2600","AF500171CHBR","Basin Area","","Shower Area","","Kitchen Area","","Allied Products","Angle Cock 2 Way ","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","","I50","Faucets>Allied Products ","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Basin Mixer Single Lever","","4400","AF510201CHBR","Basin Area","Basin mixer ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Basin Mixer Single Lever Extension Body","","5800","AF510206CHBR","Basin Area","Basin mixer with Extended Body ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Wall Mounted Single Lever Basin Mixer with 2 mm Thick Solid Flange","","7250","AF510216CHBR","Basin Area","Wall mounted Basin Mixers","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901011CHBR","3350","3900","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Pillar Cock","","2200","AF510101CHBR","Basin Area","Pillar cocks   ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Pillar Cock Extended Body","","3000","AF510106CHBR","Basin Area","Pillar cocks with Extended body    ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Basin MixerCentral Hole","","5000","AF510121CHBR","Basin Area","Central Hole Basin Mixer ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Wall Mounted Basin Cock with Spout and Operating Lever","","4500","AF510111CHBR","Basin Area","Wall Mounted Basin Cocks    ","Shower Area","","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF900911CHBR","2000","2500","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Quarter Turn ","I51","Faucets>Basin Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Single Lever Concealed Diverter","","5000","AF510301CHBR","Basin Area","","Shower Area","Single Lever Diverter","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901001CHBR","3400","1600","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Single LeverHigh Flow Concealed Diverter","","5900","AF510321CHBR","Basin Area","","Shower Area","Single Lever Diverter - Hi- Flow ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901021CHBR","3900","2000","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Single Lever 3 Inlet Concealed Diverter","","6700","AF510311CHBR","Basin Area","","Shower Area","Single Lever Diverter - 3 Inlet ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","AF901012CHBR","4700","2000","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Wall Mixer Single Lever 3-in-1 System with Provision for Hand Shower and Over Head Shower","","9500","AF510236CHBR","Basin Area","","Shower Area","Wall Mixer Single Lever       ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
"I51 Wall Mixer Single Lever 2-in-1 System with Provision for Over Head Shower","","8500","AF510241CHBR","Basin Area","","Shower Area","Wall Mixer Single Lever       ","Kitchen Area","","Allied Products","","Colour ","Chrome","Coneald Parts","","","","","https://astralbathware.com/staging/wp-content/uploads/2022/06/imperia.png","Imperia","Single Lever","I51","Faucets>Shower Area","https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png ||  https://kwebmakerdigitalagency.com/astral/wp-content/uploads/2022/07/A1---AF300206CHBR---Basin-M.png"
